age,name,location,organization,position
59.0,刘世会,深圳市,市国土资源和房产管理局,办公室主任
59.0,刘世会,深圳市,地政和监察分局,局长
59.0,刘世会,深圳市,直属分局,局长
59.0,刘世会,深圳市,市规划和国土资源委员会行政监察处,处长
59.0,刘世会,深圳市,秘书处,处长
59.0,刘世会,深圳市,办公室（信访办）,Blank
59.0,刘世会,深圳市,机关党委（人事处）,Blank
59.0,刘世会,深圳市,龙岗管理局,Blank
59.0,刘世会,深圳市,坪山管理局,Blank
59.0,刘世会,深圳市,山水宾馆,Blank
49.0,刘伟,深圳市,发展和改革委员会,副主任
49.0,刘伟,深圳市,龙岗区委,常委
49.0,刘伟,深圳市,区政府,党组成员
49.0,刘伟,深圳市,龙岗区委,常委;副区长
49.0,刘伟,深圳市,区政府,党组成员
49.0,刘伟,深圳市,龙岗区政府副区长,党组成员
49.0,刘伟,深圳市,发展和改革委员会综合处,处长
49.0,刘伟,深圳市,人民政府办公厅第一秘书处,处长
49.0,刘伟,深圳市,人民政府办公厅财经处,副处长
49.0,刘伟,深圳市,人民政府办公厅综合处,副处长
49.0,刘伟,深圳市,人民政府办公厅综合处,主任科员
49.0,刘伟,上海市,复旦大学,政治经济学博士研究生
49.0,刘伟,上海市,复旦大学,经济学系硕士研究生
49.0,刘伟,浙江省,华东石化销售公司高桥石油站,科员
49.0,刘伟,浙江省,浙江大学应用电子技术专业,学生
57.0,刘初汉,深圳市,深圳市生态环境局,党组书记;局长
57.0,刘初汉,深圳市,深圳市生态环境局,Blank
57.0,刘初汉,深圳市,深圳市人居环境委员会,主任
57.0,刘初汉,北京市,北京大学高级管理人员工商管理,硕士
57.0,刘初汉,深圳市,深圳市城管局（市城管执法局）,副局长;党委委员
57.0,刘初汉,深圳市,深圳市府城管办（市城管执法局）,副主任（副局长）;党委委员
57.0,刘初汉,深圳市,深圳市环境监理所,所长
57.0,刘初汉,深圳市,深圳市环保局监督管理处,处长
57.0,刘初汉,深圳市,深圳市环保局监督管理处,副处长（主持该处工作）
57.0,刘初汉,深圳市,深圳市环保局政策法规处,副处长（主持该处工作）
57.0,刘初汉,深圳市,深圳市环保局政策法规处主任,科员（该处负责人）
57.0,刘初汉,深圳市,深圳市环保局办公室,副主任科员（文秘）
57.0,刘初汉,深圳市,深圳市环保局办公室,科员（文秘）
57.0,刘初汉,武汉省,武汉大学法学专业,学生
50.0,卢旭阳,深圳市,深圳市生态环境局,党组成员;副局长
50.0,卢旭阳,深圳市,大气环境处,Blank
50.0,卢旭阳,深圳市,生态环境监测与科技处,Blank
50.0,卢旭阳,深圳市,安全生产和环境应急工作,Blank
50.0,卢旭阳,深圳市,市环境监测中心站,Blank
50.0,卢旭阳,深圳市,市生态环境监测院,Blank
50.0,卢旭阳,深圳市,市环境科学研究院,Blank
50.0,卢旭阳,深圳市,市生态环境局南山分局,Blank
50.0,卢旭阳,深圳市,市生态环境局龙华分局,Blank
50.0,卢旭阳,深圳市,深圳市人居环境委员会大气环境管理处,处长
50.0,卢旭阳,深圳市,深圳市人居环境委员会,副主任
50.0,卢旭阳,深圳市,深圳市人居环境委员会环境安全管理处,处长
50.0,卢旭阳,深圳市,深圳市人居环境委员会大气污染防治办公室,副主任
50.0,卢旭阳,深圳市,深圳市人居环境委员会污染防治处,调研员
50.0,卢旭阳,深圳市,深圳市人居环境委员会污染防治处,副处长
50.0,卢旭阳,深圳市,深圳市环保局环境监督管理处,副处长
50.0,卢旭阳,深圳市,深圳市机动车排污监督管理办公室,副主任
50.0,卢旭阳,深圳市,深圳市固废管理中心,工程师
50.0,卢旭阳,深圳市,深圳市环保局,副主任科员
50.0,卢旭阳,深圳市,深圳市环境监理所环境,监理员
50.0,卢旭阳,深圳市,沙头角建筑设计公司,排水设计助工
50.0,卢旭阳,北京市,清华大学环境工程专业,学生
53.0,吴军军,深圳市,深圳市人力资源和社会保障局,党组成员;副局长
56.0,吴学龙,深圳市,深圳市生态环境局,副巡视员
56.0,吴学龙,深圳市,环境应急管理处,Blank
56.0,吴学龙,深圳市,市生态环境局罗湖分局,Blank
56.0,吴学龙,深圳市,市生态环境局坪山分局,Blank
56.0,吴学龙,深圳市,深圳市城市管理局（市城市管理行政执法局）,党委委员
56.0,吴学龙,深圳市,深圳市环境卫生管理处,处长（副局级）
56.0,吴学龙,深圳市,深圳市环境卫生管理处,处长
56.0,吴学龙,深圳市,深圳市环境卫生管理处,党委副书记;主任
56.0,吴学龙,深圳市,深圳市环境卫生管理处,副主任
56.0,吴学龙,深圳市,深圳市环境卫生管理处技术设备科,科长
56.0,吴学龙,深圳市,深圳市环境卫生管理处技术设备科,副科长
56.0,吴学龙,深圳市,深圳市环卫化工厂,副厂长;厂长
56.0,吴学龙,深圳市,深圳市环境卫生管理处,科员
56.0,吴学龙,北京市,北京大学环境科学中心环境地学专业,硕士研究生
56.0,吴学龙,武汉市,武汉城市建筑学院环境工程系,教师
56.0,吴学龙,北京市,清华大学土木工程系,学员
56.0,吴登记,深圳市,深圳市人力资源和社会保障局,党组成员
56.0,吴登记,深圳市,市社会保险基金管理局,Blank
56.0,吴登记,深圳市,分管养老保险处,Blank
56.0,吴登记,深圳市,工伤保险处,Blank
56.0,吴登记,深圳市,市人力资源和社会保障局工资福利处,处长
56.0,吴登记,深圳市,深圳市社会保险基金管理局,局长;党委书记
50.0,吴远翔,深圳市,深圳市委办公厅综合一处,副处长
50.0,吴远翔,深圳市,市民管局执法监察处,处长
50.0,吴远翔,深圳市,市民政局办公室,主任
50.0,吴远翔,深圳市,深圳市委办公厅综合一处,Blank
50.0,吴远翔,深圳市,市民管局执法监察处,Blank
50.0,吴远翔,深圳市,市民政局办公室,Blank
50.0,吴远翔,深圳市,办公室,Blank
50.0,吴远翔,深圳市,规划和政策法规处,Blank
50.0,吴远翔,深圳市,市捐助中心,Blank
50.0,吴远翔,深圳市,市慈善会,Blank
50.0,吴远翔,深圳市,分管领域和分管部门单位,Blank
50.0,吴远翔,深圳市,市慈善事业联合会,Blank
50.0,吴远翔,深圳市,市中国慈展会发展中心,Blank
50.0,吴远翔,深圳市,市社会工作者协会,Blank
49.0,周岸标,深圳市,政协深圳市坪山区委员会,副主席;党组成员
49.0,周岸标,深圳市,中共深圳市坪山区石井街道工作委员会,书记
49.0,周岸标,深圳市,深圳市生态环境局,党组成员;副局长
49.0,周岸标,深圳市,法规和标准处（生态文明体制改革办公室）,Blank
49.0,周岸标,深圳市,环境影响评价与排放管理处（行政审批处）,Blank
49.0,周岸标,深圳市,污染源管理处,Blank
49.0,周岸标,深圳市,市生态环境执法支队,Blank
49.0,周岸标,深圳市,市人居环境技术审查中心,Blank
49.0,周岸标,深圳市,市生态环境局龙岗分局,Blank
49.0,周岸标,深圳市,市生态环境局深汕特别合作区分局,Blank
49.0,周岸标,深圳市,中共深圳市坪山新区石井街道工作委员会书记兼办事处,主任
49.0,周岸标,深圳市,深圳市坪山新区坑梓办事处,主任
49.0,周岸标,深圳市,深圳市坪山新区社会管理局,副局长（正处级）
49.0,周岸标,深圳市,深圳市人力资源和社会保障局,党组成员;副局长
49.0,周岸标,广东省,共青团深圳市委,副部长;部长
54.0,娄和儒,深圳市,市交通运输局（市港务管理局）,党组成员;副局长
54.0,娄和儒,深圳市,物流和供应链发展处（市泥头车安全专项整治工作领导小组办公室）,Blank
54.0,娄和儒,深圳市,港航管理处,Blank
54.0,娄和儒,深圳市,民航发展处,Blank
54.0,娄和儒,深圳市,宝安管理局,Blank
54.0,娄和儒,深圳市,光明管理局,Blank
54.0,娄和儒,深圳市,深圳港引航站,Blank
54.0,娄和儒,深圳市,主持局直属机关,Blank
54.0,娄和儒,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员;副主任（副局长）
54.0,娄和儒,深圳市,市交通局政工人事处,副处长;纪委副书记
54.0,娄和儒,深圳市,安全技术处,处长
54.0,娄和儒,深圳市,政工人事处,处长
54.0,娄和儒,深圳市,市交通运输委员会人事处,处长
58.0,孙福金,深圳市,深圳市人力资源和社会保障局,局长
58.0,孙福金,深圳市,深圳市人力资源和社会保障局,党组书记
58.0,孙福金,深圳市,深圳市机构编制委员会,办公室主任
58.0,孙福金,深圳市,深圳市机构编制委员会办公室,办公室副主任
58.0,孙福金,深圳市,深圳市机构编制委员会办公室,办公室副主任
58.0,孙福金,深圳市,深圳市人事局（编办）,党组成员
52.0,尹杰,深圳市,深圳市生态环境局,党组成员;副局长
52.0,尹杰,深圳市,生态环境保护督查处,Blank
52.0,尹杰,深圳市,水生态环境处,Blank
52.0,尹杰,深圳市,市饮用水源保护管理办公室,Blank
52.0,尹杰,深圳市,市生态环境局宝安分局,Blank
52.0,尹杰,深圳市,市生态环境局光明分局,Blank
52.0,尹杰,深圳市,深圳市人居环境委员会水和土壤环境管理处,处长
52.0,尹杰,深圳市,深圳市人居环境委员会污染物排放总量控制处,处长
52.0,尹杰,深圳市,深圳市人居环境委员会污染减排处,调研员
52.0,尹杰,深圳市,深圳市人居环境委员会污染减排处,副处长
52.0,尹杰,深圳市,深圳市环境保护局生态市建设办公室,主任
52.0,尹杰,深圳市,深圳市污染源普查办公室,主任
52.0,尹杰,深圳市,深圳市污染减排,办公室主任
52.0,尹杰,深圳市,深圳市污染源普查办公室,办公室主任
52.0,尹杰,深圳市,深圳市环境保护局规划处,副处长
52.0,尹杰,深圳市,深圳市环境保护局规划处,主任科员
52.0,尹杰,深圳市,深圳市环境保护局规划处,副主任科员
52.0,尹杰,深圳市,深圳市环境综合治理办公室,秘书部科员
52.0,尹杰,深圳市,深圳市环境保护监测站,助理工程师
52.0,尹杰,南京市,南京大学环境化学专业,学生
56.0,廖远飞,深圳市,深圳市委办公厅,正处级秘书
56.0,廖远飞,深圳市,市工商行政管理局（物价局）宝安分局,局长
56.0,廖远飞,深圳市,市工商行政管理局（物价局）,副局长
56.0,廖远飞,深圳市,市场监管局,副局长
56.0,廖远飞,深圳市,市场监管局（知识产权局）,副局长
56.0,廖远飞,深圳市,市委办公厅,副主任
53.0,张亚立,深圳市,深圳市生态环境局,党组成员;副局长
53.0,张亚立,深圳市,机关党委（人事处）,Blank
53.0,张亚立,深圳市,规划发展与财务处,Blank
53.0,张亚立,深圳市,自然生态与海洋生态保护处,Blank
53.0,张亚立,深圳市,市生态环境智控中心（市生态环境宣传教育中心）,Blank
53.0,张亚立,深圳市,一带一路环境技术交流与转移中心（深圳）,Blank
53.0,张亚立,深圳市,市生态环境局盐田分局,Blank
53.0,张亚立,深圳市,市生态环境局大鹏新区分局,Blank
53.0,张亚立,深圳市,深圳市东江环保股份有限公司,总裁助理（挂职）
53.0,张亚立,深圳市,深圳市人居环境委员会生态文明建设处,处长
53.0,张亚立,深圳市,深圳市人居环境委员会污染减排处,处长
53.0,张亚立,深圳市,深圳市人居环境委员会污染减排处,调研员
53.0,张亚立,深圳市,深圳市人居环境委员会污染减排处,副处长
53.0,张亚立,深圳市,深圳市高新办建设协调处,副处长
53.0,张亚立,深圳市,深圳市高新办建设协调处主任,科员
53.0,张亚立,深圳市,深圳市宝安区建设局建设管理,人事管理员
53.0,张亚立,深圳市,深圳石化集团,质检员
53.0,张亚立,兰州市,兰州大学化学专业,学员
55.0,张学凡,深圳市,深圳市住房和建设局,局长
55.0,张学凡,深圳市,Blank,党组书记
55.0,张学凡,深圳市,深圳市福田区建筑工务局,局长
55.0,张学凡,深圳市,福田区住房和建设局,局长
55.0,张学凡,深圳市,深圳市住房和建设局,党组成员
55.0,张学凡,深圳市,市住房保障署,署长
58.0,张涞临,深圳市,教育局,二级巡视员
58.0,张涞临,深圳市,教育局,巡视员
58.0,张涞临,深圳市,教育局,副局长;党组成员
58.0,张涞临,深圳市,市委教育工委,委员
58.0,张涞临,深圳市,坪山新区党工委,职位委员;管理委员会副主任
58.0,张涞临,深圳市,贸易工业局,副局长;党组成员
51.0,张礼卫,深圳市,深圳市水务局,党组书记;局长
51.0,张礼卫,深圳市,市水污染治理指挥部,办公室主任
51.0,张礼卫,深圳市,深圳市水务局,处长
51.0,张礼卫,深圳市,深圳市东江水源工程管理处,主任
51.0,张礼卫,深圳市,深圳市建筑工务署,党组成员;总工程师;副署长;党组书记
51.0,张礼卫,深圳市,深圳市水务局政工人事处,处长
51.0,张礼卫,深圳市,深圳市东江水源工程管理处,主任
51.0,张礼卫,深圳市,深圳市建筑工务署,党组成员;总工程师;副署长;党组书记
58.0,张福通,深圳市,办公室;财务审计处,Blank
58.0,张福通,深圳市,法规处（审批综合处）,Blank
58.0,张福通,深圳市,安全应急处（交通战备处）,Blank
58.0,张福通,深圳市,市交通运输行政执法支队,Blank
58.0,张福通,深圳市,福田管理局,Blank
58.0,张福通,深圳市,南山管理局,Blank
58.0,张福通,深圳市,市道路交通管理事务中心,Blank
58.0,张福通,深圳市,深圳市交通运输委员会,党组成员;巡视员
58.0,张福通,深圳市,市交通运输局（市港务管理局）,党组成员;巡视员
58.0,张福通,深圳市,市财政培训中心,主任（副处级）
58.0,张福通,深圳市,市财政局,党组成员;总经济师（副局级）
58.0,张福通,深圳市,市财政局,党组成员;副局长
58.0,张福通,深圳市,市财政委员会,党组成员;副主任
56.0,张素芬,深圳市,深圳市财政局,党组二级巡视员
56.0,张素芬,深圳市,预算处,Blank
56.0,张素芬,深圳市,国库处,Blank
56.0,张素芬,深圳市,深圳市财政国库支付中心,Blank
56.0,张素芬,深圳市,深圳市财政局,党组巡视员
56.0,张素芬,深圳市,深圳市财政委员会,党组巡视员
56.0,张素芬,深圳市,深圳市总工会,党组副主席
56.0,张素芬,深圳市,机关,党委书记
49.0,张谦,深圳市,深圳市南山区规划土地监察大队,局长
49.0,张谦,深圳市,南山区城市更新局（土地整备局）,局长
49.0,张谦,深圳市,南山区西丽街道,党工委书记
49.0,张谦,深圳市,办事处,主任
49.0,张谦,深圳市,市规划土地监察局,Blank
49.0,张谦,深圳市,分管林业管理处,Blank
49.0,张谦,深圳市,市野生动植物保护管理处,Blank
49.0,张谦,深圳市,龙华管理局,Blank
49.0,张谦,深圳市,市野生动物救护中心,Blank
49.0,张谦,深圳市,市公安局森林分局,Blank
54.0,张陆,深圳市,深圳市交通运输行政执法支队,支队长
54.0,张陆,深圳市,深圳市交通工程质量监督站,站长
54.0,张陆,深圳市,深圳市交通运输委员会建设管理处,处长
54.0,张陆,深圳市,龙岗交通运输局,局长
54.0,张陆,深圳市,财务审计处,处长
54.0,张陆,深圳市,深圳市交通运输局财务审计处,处长
46.0,徐志斌,深圳市,深圳市工业和信息化局,党组副局长
46.0,徐志斌,深圳市,深圳市综合法规处（审批服务处）,副局长
46.0,徐志斌,深圳市,电子信息处（工业运行监测处）,Blank
46.0,徐志斌,深圳市,无线电管理处（无线电管理办公室）,Blank
46.0,徐志斌,深圳市,无线电监测站,Blank
46.0,徐志斌,深圳市,信息中心,Blank
46.0,徐志斌,深圳市,深圳市经济贸易和信息化委员会,党组副主任
46.0,徐志斌,深圳市,综合法规处,处长
46.0,徐志斌,深圳市,深圳市经贸信息委海洋经济处,处长
46.0,徐志斌,深圳市,深圳市贸易工业局工业规划处,员工
46.0,徐志斌,深圳市,深圳市对外贸易经济合作局对外经济合作处,副主任科员
46.0,徐志斌,深圳市,新华社中国证券报社深圳管理总部,新闻采访业务员
46.0,徐志斌,广东省,江广东证券上海投资银行部,实习生
46.0,徐志斌,深圳市,中国工商银行深圳分行,国际结算业务员
46.0,徐志斌,江西省,江西省对外经济贸易公司,进出口员工
55.0,徐忠平,深圳市,市交通运输局（市港务管理局）,党组成员;副局长
55.0,徐忠平,深圳市,综合规划处,Blank
55.0,徐忠平,深圳市,智慧交通处,Blank
55.0,徐忠平,深圳市,市公共交通管理局（市小汽车定编办公室）,Blank
55.0,徐忠平,深圳市,龙岗管理局,Blank
55.0,徐忠平,深圳市,坪山管理局,Blank
55.0,徐忠平,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员;副主任（副局长）
55.0,徐忠平,深圳市,市规划国土局地矿处,副处长;局办公室主任
55.0,徐忠平,深圳市,市规划局,总师室主任
55.0,徐忠平,深圳市,市规划国土房产信息中心,主任
55.0,徐忠平,深圳市,市城市规划发展研究中心,主任
55.0,徐忠平,深圳市,市规划国土发展研究中心,主任
56.0,徐鹏,深圳市,政策法规处（市国家司法考试办公室）,Blank
56.0,徐鹏,深圳市,基层管理处,Blank
56.0,徐鹏,深圳市,市法律援助处,Blank
56.0,徐鹏,深圳市,改革办公室,Blank
56.0,徐鹏,深圳市,公共法律服务三平台建设管理工作专班,Blank
56.0,徐鹏,深圳市,南山区司法局,Blank
56.0,徐鹏,深圳市,蓝海现代法律发展中心,Blank
56.0,徐鹏,深圳市,深圳市司法局,副局长
56.0,徐鹏,深圳市,深圳市政府法制办法治协调处,处长
54.0,文政,深圳市,深圳市财政局,党组成员;副局长
54.0,文政,深圳市,行政处,Blank
54.0,文政,深圳市,政法处,Blank
54.0,文政,深圳市,预算绩效管理处,Blank
54.0,文政,深圳市,深圳市财政委员会,党组成员;副主任
54.0,文政,深圳市,龙华新区党工委（管委会）,委员;副主任
58.0,曾岳雄,深圳市,市交通运输局（市港务管理局）,党组成员;副局长
58.0,曾岳雄,深圳市,机关党委（人事处）,Blank
58.0,曾岳雄,深圳市,路政处,Blank
58.0,曾岳雄,深圳市,市交通公用设施管理处,Blank
58.0,曾岳雄,深圳市,罗湖管理局,Blank
58.0,曾岳雄,深圳市,盐田管理局,Blank
58.0,曾岳雄,深圳市,市综合交通运行指挥中心,Blank
58.0,曾岳雄,深圳市,市交通信息咨询服务中心,Blank
58.0,曾岳雄,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员;副主任（副局长）
58.0,曾岳雄,深圳市,深圳警备区,营级干事
58.0,曾岳雄,深圳市,深圳市盐田区委（区政府）,办公室副主任
58.0,曾岳雄,深圳市,盐田区城市管理局,局长
58.0,曾岳雄,深圳市,盐田区沙头角街道,党工委书记;办事处主任;区委委员
58.0,曾岳雄,深圳市,盐田区委,常委;区社会工作委员会主任
52.0,朱文芳,深圳市,深圳市住房和建设局,副巡视员
52.0,朱文芳,深圳市,局办公室（审批综合处）,Blank
52.0,朱文芳,深圳市,物业监管处,Blank
52.0,朱文芳,深圳市,市物业专项维修资金管理中心,Blank
52.0,朱文芳,深圳市,深圳市住宅租赁管理中心,主任
52.0,朱文芳,深圳市,深圳市住房和建设局督查处,处长
52.0,朱文芳,深圳市,组织人事处,处长
52.0,朱文芳,深圳市,机关党委（人事处）,处长
52.0,朱迪俭,深圳市,教育局,副局长;党组成员
52.0,朱迪俭,深圳市,市委教育工委,委员
52.0,朱迪俭,深圳市,市委政法委员会,专职委员
52.0,朱迪俭,深圳市,市委党校,副校长（副院长）校委委员;校机关党委书记
57.0,李卓,深圳市,深圳市人力资源和社会保障局,党组成员
57.0,李卓,深圳市,市劳动人事争议仲裁院,Blank
57.0,李卓,深圳市,市劳动能力鉴定委员会办公室,Blank
57.0,李卓,深圳市,深圳市劳动人事争议仲裁院,院长
57.0,李卓,深圳市,深圳市劳动争议仲裁院,院长
50.0,李喻春,深圳市,伶仃福田国家级自然保护区管理局,副局长
50.0,李喻春,深圳市,原市农业和渔业局海洋管理处,副处长;处长
50.0,李喻春,深圳市,市规划国土委（市海洋局）海洋管理处,处长
50.0,李喻春,深圳市,市规划国土委（市海洋局）规划和资源管理处,处长
50.0,李喻春,深圳市,海洋规划和资源管理处,Blank
50.0,李喻春,深圳市,海洋发展处,Blank
50.0,李喻春,深圳市,渔业管理处,Blank
50.0,李喻春,深圳市,市海洋综合执法,Blank
50.0,李喻春,深圳市,市港澳流动渔民办,Blank
50.0,李喻春,深圳市,大鹏管理局,Blank
50.0,李喻春,深圳市,市海洋监测预报中心（市海域使用动态监管中心、市海洋信息中心）、市渔业与水产技术推广总站,Blank
56.0,李福民,深圳市,市交通运输局（市港务管理局）,党组副书记
56.0,李福民,深圳市,市轨道交通建设指挥部,办公室主任
56.0,李福民,深圳市,深圳市轨道交通建设指挥部,办公室主任（正局级）
56.0,李福民,深圳市,深圳市交通运输委员会（市港务管理局）,副主任
56.0,李福民,深圳市,Blank,党组副书记书记
56.0,李福民,深圳市,深圳市环保局办公室,副主任科员（文秘）
56.0,李福民,深圳市,市建筑工务署土地投资开发中心,主任
56.0,李福民,深圳市,市光明新区党工委（管委会）,副主任
58.0,李郑祥,深圳市,深圳市工业和信息化局,副巡视员
58.0,李郑祥,深圳市,深圳市信息化和软件服务业处,Blank
58.0,李郑祥,深圳市,深圳市工业和信息化局信息化和软件服务业处,处长
58.0,李郑祥,深圳市,深圳市经济贸易和信息化委员会信息化处,处长
58.0,李郑祥,深圳市,深圳市经济贸易和信息化委员会电子政务处,处长
58.0,李郑祥,深圳市,深圳市科技工贸和信息化委员会信息安全处,处长
58.0,李郑祥,深圳市,深圳市科技和信息局信息化推进处,处长
58.0,李郑祥,深圳市,深圳市信息化办公室应用推进处,处长
58.0,李郑祥,深圳市,深圳市信息化办公室应用推进处,副处长
58.0,李郑祥,深圳市,深圳市统计信息局信息规划处,副处长
58.0,李郑祥,深圳市,深圳市信息中心,工程师
58.0,李郑祥,郑州市,郑州轻工业学院,讲师
58.0,李郑祥,湖北省,华中理工大学工业自动化专业,硕士研究生
58.0,李郑祥,郑州市,郑州轻工业学院,助教
57.0,杜斌,深圳市,市社保局,专职党委副书记
57.0,杜斌,深圳市,深圳市人力资源和社会保障局,党组成员
57.0,杜斌,深圳市,局机关,党委书记;一级调研员
57.0,杜斌,深圳市,计划财务处;审计监督处,Blank
57.0,杜斌,深圳市,市社保局,副局长
53.0,杨平,深圳市,市委教育工委,副书记
53.0,杨平,深圳市,市教育局,党组成员
53.0,杨平,深圳市,职业技术学院,党委副书记;纪委书记
60.0,杨青,深圳市,市发展和改革局,副调研员;调研员
60.0,杨青,深圳市,市轨道交通建设指挥部,办公室调研员;处长
60.0,杨青,深圳市,市轨道交通建设指挥部,办公室副主任
60.0,杨青,深圳市,轨道规划处;轨道运营监管处,Blank
60.0,杨青,深圳市,市发展和改革局,副调研员;调研员
60.0,杨青,深圳市,市轨道交通建设指挥部,办公室调研员;处长
57.0,林翰章,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员
57.0,林翰章,深圳市,局办公室,Blank
57.0,林翰章,深圳市,审批服务处（政策法规处）,Blank
57.0,林翰章,深圳市,机关党委（人事处）,Blank
57.0,林翰章,深圳市,局安委办,Blank
57.0,林翰章,深圳市,局廉政监督委员会,Blank
57.0,林翰章,深圳市,局工会,Blank
57.0,林翰章,深圳市,团委,Blank
57.0,林翰章,深圳市,妇委会,Blank
57.0,林翰章,深圳市,深圳市水务局,党组成员;二级巡视员
57.0,林翰章,深圳市,深圳市环境保护局政策法规处,处长
57.0,林翰章,深圳市,深圳市环境保护局,办公室主任
57.0,林翰章,深圳市,局机关,党委副书记
57.0,林翰章,深圳市,局机关,纪委书记;党组成员
57.0,林翰章,深圳市,深圳市环境保护局,副局长;党组成员
57.0,林翰章,深圳市,深圳市人居环境委员会,党组成员;副主任
57.0,林翰章,深圳市,深圳市水务局,巡视员
49.0,梁永生,深圳市,深圳市科技创新委员会,主任
49.0,梁永生,深圳市,深圳信息职业技术学院,院长
49.0,梁永生,深圳市,深圳信息职业技术学院,副院长;信息技术研究所;所长
49.0,梁永生,深圳市,信息职业技术学院信息技术研究所,所长;软件工程系;主任
49.0,梁永生,深圳市,信息职业技术学院,教师;信息技术研究所;副所长
49.0,梁永生,哈尔滨市,中国联通哈尔滨分公司互联网与电子商务部,经理;高级工程师
49.0,梁永生,哈尔滨市,哈尔滨工业大学信息与通信工程流动站,博士后
49.0,梁永生,哈尔滨市,中国联通哈尔滨分公司互联网与电子商务部,部长;工程师
49.0,梁永生,哈尔滨市,哈尔滨日达兴科技实业股份有限公司IT事业部,总经理
49.0,梁永生,哈尔滨市,哈尔滨工业大学机械设计及理论专业,博士研究生
49.0,梁永生,哈尔滨市,哈尔滨工业大学机械学系,硕士研究生
49.0,梁永生,哈尔滨市,哈尔滨塑料模具机械厂,助理工程师
49.0,梁永生,陕西省,西北轻工业学院制造与设计专业,本科生
60.0,梅爱民,深圳市,深圳市司法局,委员;党委巡视员
60.0,梅爱民,深圳市,计财装备处,Blank
60.0,梅爱民,深圳市,科技信息办公室,Blank
60.0,梅爱民,深圳市,新闻办公室,Blank
60.0,梅爱民,深圳市,指挥中心,Blank
60.0,梅爱民,深圳市,罗湖区司法局,Blank
60.0,梅爱民,深圳市,深圳市司法局,委员;党委巡视员
60.0,梅爱民,深圳市,深圳市市司法局,党委委员
60.0,梅爱民,深圳市,领导小组办公室（市普法领导小组办公室）,副主任
60.0,梅爱民,深圳市,深圳市人大常委会经济工作委员会,副主任
58.0,沙新华,深圳市,深圳市科技创新委员会,副巡视员
