age,name,location,organization,position,orgClass
28.0,刘世会,深圳市,地政和监察分局,局长,司法
28.0,刘世会,深圳市,直属分局,局长,Else
28.0,刘世会,深圳市,市规划和国土资源委员会行政监察处,处长,司法
28.0,刘世会,深圳市,秘书处,处长,Else
28.0,刘世会,深圳市,办公室（信访办）,Blank,信访
28.0,刘世会,深圳市,机关党委（人事处）,Blank,人力资源
28.0,刘世会,深圳市,龙岗管理局,Blank,机关
28.0,刘世会,深圳市,坪山管理局,Blank,机关
28.0,刘世会,深圳市,山水宾馆,Blank,Else
18.0,刘伟,浙江省,浙江大学应用电子技术专业,学生,科学技术
26.0,刘初汉,武汉省,武汉大学法学专业,学生,高等院校
19.0,卢旭阳,北京市,清华大学环境工程专业,学生,生态环境
25.0,吴学龙,北京市,北京大学环境科学中心环境地学专业,硕士研究生,科学技术
25.0,吴学龙,武汉市,武汉城市建筑学院环境工程系,教师,生态环境
21.0,尹杰,南京市,南京大学环境化学专业,学生,生态环境
25.0,廖远飞,深圳市,深圳市委办公厅,正处级秘书,党
25.0,廖远飞,深圳市,市工商行政管理局（物价局）宝安分局,局长,机关
25.0,廖远飞,深圳市,市工商行政管理局（物价局）,副局长,机关
25.0,廖远飞,深圳市,市场监管局,副局长,市场监督
25.0,廖远飞,深圳市,市场监管局（知识产权局）,副局长,市场监督
25.0,廖远飞,深圳市,市委办公厅,副主任,党
22.0,张亚立,兰州市,兰州大学化学专业,学员,高等院校
24.0,张学凡,深圳市,深圳市福田区建筑工务局,局长,住房
24.0,张学凡,深圳市,福田区住房和建设局,局长,住房
24.0,张学凡,深圳市,深圳市住房和建设局,党组成员,住房
24.0,张学凡,深圳市,市住房保障署,署长,住房
27.0,张福通,深圳市,市财政培训中心,主任（副处级）,财政
27.0,张福通,深圳市,市财政局,党组成员;总经济师（副局级）,财政
27.0,张福通,深圳市,市财政局,党组成员;副局长,财政
27.0,张福通,深圳市,市财政委员会,党组成员;副主任,财政
23.0,张陆,深圳市,深圳市交通工程质量监督站,站长,交通运输
23.0,张陆,深圳市,深圳市交通运输委员会建设管理处,处长,住房
23.0,张陆,深圳市,龙岗交通运输局,局长,交通运输
23.0,张陆,深圳市,财务审计处,处长,审计
23.0,张陆,深圳市,深圳市交通运输局财务审计处,处长,交通运输
27.0,曾岳雄,深圳市,深圳警备区,营级干事,部队
27.0,曾岳雄,深圳市,深圳市盐田区委（区政府）,办公室副主任,党
27.0,曾岳雄,深圳市,盐田区城市管理局,局长,机关
27.0,曾岳雄,深圳市,盐田区沙头角街道,党工委书记;办事处主任;区委委员,机关
27.0,曾岳雄,深圳市,盐田区委,常委;区社会工作委员会主任,党
21.0,朱文芳,深圳市,深圳市住宅租赁管理中心,主任,机关
21.0,朱文芳,深圳市,深圳市住房和建设局督查处,处长,住房
21.0,朱文芳,深圳市,组织人事处,处长,人力资源
21.0,朱文芳,深圳市,机关党委（人事处）,处长,人力资源
25.0,李福民,深圳市,市建筑工务署土地投资开发中心,主任,财政
25.0,李福民,深圳市,市光明新区党工委（管委会）,副主任,党
27.0,李郑祥,郑州市,郑州轻工业学院,讲师,工业和信息化
27.0,李郑祥,湖北省,华中理工大学工业自动化专业,硕士研究生,工业和信息化
29.0,杨青,深圳市,市发展和改革局,副调研员;调研员,发展和改革委员会
29.0,杨青,深圳市,市轨道交通建设指挥部,办公室调研员;处长,住房
26.0,林翰章,深圳市,深圳市环境保护局政策法规处,处长,司法
26.0,林翰章,深圳市,深圳市环境保护局,办公室主任,生态环境
26.0,林翰章,深圳市,局机关,党委副书记,机关
26.0,林翰章,深圳市,局机关,纪委书记;党组成员,机关
26.0,林翰章,深圳市,深圳市环境保护局,副局长;党组成员,生态环境
26.0,林翰章,深圳市,深圳市人居环境委员会,党组成员;副主任,生态环境
26.0,林翰章,深圳市,深圳市水务局,巡视员,水利
18.0,梁永生,陕西省,西北轻工业学院制造与设计专业,本科生,工业和信息化
27.0,沙新华,吉林省,吉林工业大学管理学院,教师,工业和信息化
27.0,沙新华,吉林省,教研室,副主任,Else
27.0,沙新华,吉林省,吉林工业大学管理工程,研究生硕士,工业和信息化
25.0,王东,深圳市,市南山区人大常委办公室,副主任,党
25.0,王东,深圳市,市南山区西丽街道,党工委书记;主任,机关
25.0,王东,深圳市,市南山区人大常委会,副主任;党组成员,党
25.0,王东,深圳市,区总工会,主席,社会保障
25.0,王东,深圳市,市南山区政府,副区长;党组成员,机关
25.0,王东,深圳市,区总工会,主席,社会保障
25.0,王东,深圳市,市南山区政府,副区长;党组成员,机关
25.0,王东,深圳市,计划财务处,Blank,Else
25.0,王东,深圳市,市政交通处（市地下管线管理办公室）,Blank,交通运输
25.0,王东,深圳市,生态修复和地质环境处（市地面坍塌防治领导小组办公室）,Blank,生态环境
25.0,王东,深圳市,南山管理局,Blank,机关
25.0,王东,深圳市,宝安管理局,Blank,机关
25.0,王东,深圳市,市梧桐山风景管理处,Blank,机关
25.0,王东,深圳市,深圳大鹏半岛国家地质公园管理处,Blank,机关
25.0,王东,深圳市,广东内伶仃福田国家自然保护区管理局,Blank,机关
26.0,王伟雄,深圳市,深圳市环境保护局规划处,副主任科员,生态环境
26.0,王伟雄,深圳市,深圳市环境保护局,科员,生态环境
24.0,王幼鹏,深圳市,市规划与国土资源局南山分局,局长,国有资产监督管理
24.0,王幼鹏,深圳市,市规划局滨海分局,局长,国有资产监督管理
24.0,王幼鹏,深圳市,市规划局,副局长;党组成员,国有资产监督管理
24.0,王幼鹏,深圳市,市规划和国土资源委员会,副主任;党组成员,国有资产监督管理
24.0,王幼鹏,深圳市,中共深圳市龙岗区,区委常委;副区长;常务副区长,党
24.0,王幼鹏,深圳市,市人民政府,副秘书长（正局级）,民政
26.0,王爱朝,深圳市,深圳市土地投资开发中心,总工程师,财政
26.0,王爱朝,深圳市,市建筑工务署土地开发中心,总工程师,住房
26.0,王爱朝,深圳市,光明新区建筑工务和土地开发中心,主任,住房
26.0,王爱朝,深圳市,光明新区土地整备中心,主任,Else
26.0,王爱朝,深圳市,前海管理局规划建设处,处长,住房
20.0,聂新平,北京市,经济管理系国民经济管理专业,学习生,财政
26.0,肖民,深圳市,铁道部第三勘察设计院,副总工程师,Else
26.0,肖民,深圳市,深圳市地铁集团有限公司,总工程师;董事;总经理;党委副书记,Else
26.0,胡晓清,深圳市,深圳市投资促进中心,科员,财政
26.0,胡晓清,深圳市,深圳市外资服务中心,科员,Else
24.0,艾传荣,深圳市,重大项目办公室（设在市发改委）,副主任,发展和改革委员会
24.0,艾传荣,深圳市,发展和改革委员会发展规划处,处长,发展和改革委员会
24.0,艾传荣,深圳市,发展和改革委员会城市发展处,处长,发展和改革委员会
27.0,苏剑,深圳市,市公路局政工人事处,处长,人力资源
27.0,苏剑,深圳市,深圳市交通运输委员会光明交通局,局长,交通运输
27.0,苏剑,深圳市,西部交通局,局长,交通运输
27.0,苏剑,深圳市,深圳市交通运输委员会政工人事处,处长,人力资源
27.0,苏剑,深圳市,深圳市交通运输局机关,党委（人事处）处长,交通运输
25.0,詹有力,深圳市,原市规划国土局市中外房地产导报社,副社长,住房
25.0,詹有力,深圳市,原市房地产估价中心,副主任,住房
25.0,詹有力,深圳市,市土地储备中心,副主任,粮食物资储备
25.0,詹有力,深圳市,原市国土资源和房产管理局办公室,副调研员,住房
25.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）秘书处,副调研员;调研员,自然资源
25.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）,处长,自然资源
25.0,詹有力,深圳市,政策法规处（审批综合处）,Blank,司法
25.0,詹有力,深圳市,空间信息管理处（市多规合一工作办公室）,Blank,机关
25.0,詹有力,深圳市,福田管理局,Blank,机关
25.0,詹有力,深圳市,市规划国土房产信息中心（市空间地理信息中心）,Blank,住房
25.0,詹有力,深圳市,市不动产登记中心,Blank,Else
25.0,詹有力,深圳市,市数字城市工程研究中心秘书,Blank,Else
29.0,许露露,深圳市,部队,兵人,部队
26.0,贾兴东,西安市,西安交通大学,助教;讲师;副教授,交通运输
28.0,邱宣,广西省,广西师范大学化学系,讲师,高等院校
28.0,邱宣,北京市,北京大学生物化学系,进修硕士研究生,高等院校
28.0,郑小霞,深圳市,市民政局办公室,助理调研员,民政
28.0,郑小霞,深圳市,财务审计处,副处长,审计
28.0,郑小霞,深圳市,政工人事处,处长,人力资源
28.0,郑小霞,深圳市,社会福利和社会事务处,处长,社会保障
28.0,郑小霞,深圳市,市社会福利中心,Blank,社会保障
28.0,郑小霞,深圳市,分管领域和分管部门单位,Blank,Else
25.0,郭建,深圳市,深圳市委组织部老干处,副处长,人力资源
25.0,郭建,深圳市,组织处,处长,Else
25.0,郭建,深圳市,组织一处,主任,Else
25.0,郭建,深圳市,组织二处,调研员,Else
25.0,郭建,深圳市,机关,调研员,机关
25.0,郭建,深圳市,Blank,党委副书记,Else
25.0,郭建,深圳市,分管领域和分管部门单位,Blank,Else
27.0,钟伟民,深圳市,深圳市水务局供水管理处,处长,水利
27.0,钟伟民,深圳市,深圳市水务局,局长助理,水利
27.0,钟伟民,深圳市,深圳市水务局水资源处,处长,水利
27.0,钟伟民,深圳市,深圳市东江水源工程管理处,主任,水利
27.0,钟伟民,深圳市,深圳市排水管理处,处长,机关
27.0,钟伟民,深圳市,深圳市水务局水污染治理处,处长,生态环境
27.0,钟伟民,深圳市,深圳市水务局,办公室主任,水利
27.0,钟伟民,深圳市,深圳市三防办,主任,消防
26.0,钟晓鸿,深圳市,深圳市环保局生态市建设办公室,主任,生态环境
26.0,钟晓鸿,深圳市,深圳市环保局规划处,处长,生态环境
26.0,钟晓鸿,深圳市,深圳市人居环境委员会秘书处,处长,生态环境
24.0,高尔剑,深圳市,深圳市建设局科技教育处,处长,教育
24.0,高尔剑,深圳市,建筑节能与墙材改革管理处,处长,发展和改革委员会
24.0,高尔剑,深圳市,深圳市住房和建设局住房保障处,处长,住房
24.0,高尔剑,深圳市,政策法规处,处长,司法
24.0,高尔剑,深圳市,勘察设计与建筑业发展处处,处长,发展和改革委员会
25.0,高瞻,深圳市,深圳市生产力促进中心,副主任,Else
25.0,高瞻,深圳市,深圳市工业展览馆,副馆长,工业和信息化
25.0,高瞻,深圳市,深圳市公平贸易促进署,署长,Else
25.0,黄臻,哈尔滨市,哈尔滨工业大学精密仪器系机械制造专业,硕士研究生,工业和信息化
